Ticker,Exit Date,Entry Price,Exit Price,Gross PnL (%),Net PnL (%)
DVP,2023-08-15,34347.5302110642,46687.92499263,35.92804113056913,35.65632090841908
DHG,2023-08-15,89025.8686431672,96950.0604025046,8.90099909173489,8.683305940127237
CSC,2023-08-15,22015.9790678761,27272.7218181799,23.87694289723416,23.629312826475093
DBD,2023-08-15,32733.2668416,38509.725696,17.64705882352941,17.411882294147045
DP3,2023-11-15,56390.9702637061,54682.1529829877,-3.03030303030308,-3.2241455030061137
SBA,2023-11-15,19508.4003066734,20678.0688475446,5.995717344753695,5.783831852810169
CHP,2023-11-15,17100.914490214,17610.303432476,2.978723404257119,2.7728688847083958
SHP,2023-11-15,22389.6509903991,22762.8039909963,1.6666316092073672,1.463399961812669
DHG,2024-02-15,85306.3500622538,86680.9547552001,1.6113744075829792,1.408253219361931
CSC,2024-02-15,19834.7067768581,19696.9657575744,-0.6944444444442662,-0.8929562996277696
HD6,2024-05-16,14801.40555807045,14832.6787990788,0.21128561666427847,0.010963206635975956
BID,2024-05-16,30373.373485576398,37509.6369697054,23.49512966519129,23.248262839273888
LPB,2024-05-16,8137.5324752866,16579.6910696547,103.74347039482346,103.3361870956834
HDG,2024-05-16,20051.708840446547,19935.6211945628,-0.5789414099689426,-0.7776841557761006
MSB,2024-05-16,7819.26449808292,9198.7170288451,17.641717211387153,17.406551359890134
HAH,2024-05-16,17194.7910205063,26650.8526582683,54.99375727500737,54.683924676756504
VHM,2024-05-16,23444.661826428284,19379.630375,-17.338835942798404,-17.504075651058663
TNH,2024-05-16,15810.607977603313,14104.1592995245,-10.793061724736344,-10.971386438929764
BWE,2024-05-16,37525.539021890305,38238.996020633,1.9012571633588098,1.697556499364115
DGC,2024-05-16,47541.66824097509,117515.711445426,147.1846609373751,146.69053867663075
DPM,2024-05-16,15063.577889662756,17186.1686529606,14.090880525498884,13.8628127983115
IDC,2024-05-16,24628.3042014391,43184.8211846569,75.34630412001123,74.995786770446
DCM,2024-05-16,18472.7475209643,31441.3881715068,70.20417853827472,69.86394030031717
TPB,2024-05-16,12481.058216360227,13210.1953337332,5.841949494452456,5.630371384518522
DVP,2024-05-16,46687.92499263,60894.642949189,30.429105510261213,30.168377663164247
CHP,2024-05-16,19833.475742629,24791.844678286,24.999999999998735,24.75012493752998
IDV,2024-05-16,24164.2032873812,26463.6783518201,9.516039229978306,9.297116612826937
VSH,2024-08-15,33362.10820788575,46034.985911962,37.985841977098985,37.71000821002835
DP3,2024-08-15,55081.6787595906,56151.225919971,1.9417475728155404,1.7379659684720876
GHC,2024-08-15,25878.446429074,26053.8935235084,0.6779661016949127,0.4767107971438108
DSN,2024-08-15,46581.6312431038,46328.9279994703,-0.5424954792043933,-0.7413110804453538
ACB,2024-08-15,17833.3718570718,17060.0706167828,-4.33625926990554,-4.527491135432963
VRG,2024-11-15,23728.722906760842,19772.370991872,-16.673261053428156,-16.839831246224897
NBC,2024-11-15,10536.162319337805,7824.9500875,-25.732445549568983,-25.8809064280306
AST,2024-11-15,45496.55115619253,41275.7438537554,-9.277202766308232,-9.458557683317096
NCT,2024-11-15,81515.7792476596,95383.6089121992,17.01244813278009,16.77854019048569
IDV,2024-11-15,26112.7011853504,26253.0920519383,0.5376344086021259,0.3366596271756495
DBD,2024-11-15,37584.011136,44434.29888,18.226600985221676,17.990265950768457
FPT,2025-02-17,107580.95639812501,120870.380721533,12.352952388922626,12.128358780948782
GHC,2025-02-17,26409.5256,29500.002,11.702127659574465,11.478835050559834
VSH,2025-02-17,45057.4089910517,46705.9163843544,3.6586821795059086,3.451468422025647
VGC,2025-02-17,39257.524153602,45352.299592974,15.52511415525115,15.294179394321128
HVT,2025-02-17,34562.5060055296,40274.10657424,16.525423728813575,16.292489348546077
HDB,2025-05-16,15028.310803095346,16924.97772,12.620626108650884,12.395497420777533
BSR,2025-05-16,11618.173594017535,10868.1528493741,-6.455582184015888,-6.642577521978861
CTG,2025-05-16,22356.67993629669,26342.1708995875,17.826846269871485,17.59131034529404
TOS,2025-05-16,20041.5006983785,56175.3512337862,180.29513397832122,179.73482386542105
STB,2025-05-16,28409.127382984498,39800.0,40.095820133630745,39.815768519170724
DTD,2025-05-16,17793.43940786282,13945.7166859424,-21.624389943521173,-21.781062827192287
NTL,2025-05-16,18471.37099481446,14326.4408,-22.43975390878177,-22.59479687947885
MCH,2025-05-16,80882.57825332653,100933.231514861,24.789829521427052,24.540374589850003
DP3,2025-05-16,51819.203164975836,50670.5469,-2.216661381918357,-2.4121303246831176
ACB,2025-05-16,17751.05040091481,18475.6934977499,4.082254742501017,3.874194263255658
NBC,2025-05-16,10374.652925,8704.1579625,-16.101694915254246,-16.26940766904684
AST,2025-05-16,43521.2489945667,47704.678320721,9.612383428326186,9.393268219074182
NCT,2025-05-16,95975.5284710515,86758.4953403514,-9.603524229074893,-9.784226829316617
DBD,2025-05-16,56005.73088,46656.013824,-16.694214876033058,-16.86074318212793
BMP,2025-08-15,83199.2265368306,123293.34967477,48.190499848205384,47.89426696495062
FPT,2025-08-15,101847.604925525,98992.1487568182,-2.8036556881183543,-2.997951228971681
BFC,2025-08-15,39469.5533487255,44088.9064,11.703585825917791,11.480290302027909
ICN,2025-11-17,36768.12954584614,35093.6646403125,-4.554120446746557,-4.744916807672605
DSN,2025-11-17,42429.149218632345,40030.6608203796,-5.652925977595312,-5.8415258257160545
SAS,2025-11-17,34959.043973015694,29461.3249,-15.726171108281143,-15.894634534351532
NFC,2025-11-17,42617.666,55588.26,30.434782608695667,30.174043413076102
HLB,2025-11-17,344609.7544966292,293249.4,-14.903917787136098,-15.074024898006375
SGN,2025-11-17,64737.50656528655,61200.0,-5.464384949270549,-5.653361691001128
GHC,2025-11-17,28563.494,29500.0,3.2786815226456585,3.0722273866683656
VCP,2026-02-23,24603.271477901966,24700.0,0.39315309016897604,0.19246712697024557
BTH,2026-02-23,26478.247,22826.075,-13.793103448275856,-13.965431077564658
HLC,2026-02-23,12833.338,11183.3374,-12.857142857142852,-13.031341472121069
NCT,2026-02-23,90648.2656,88729.3003,-2.1169354838709635,-2.312603778755778
DBD,2026-02-23,49440.0,51072.0,3.300970873786408,3.094472181385048
FOX,2026-05-18,37244.868118971,85800.0,130.36730785548687,129.90680349195767
ACV,2026-05-18,59571.89624954685,45100.0,-24.293160299823317,-24.444498310218464
TPB,2026-05-18,13262.721140711186,15500.0,16.86892784333128,16.635306798167214
NTP,2026-05-18,47348.3912191399,50143.9812757328,5.904297874988469,5.6925951306107
HAH,2026-05-18,49456.962195797685,55140.162,11.491202758678956,11.26833178864663
IDC,2026-05-18,30948.98606261245,37490.4302944972,21.13621499150521,20.894063637199352
DRI,2026-05-18,11439.524851817501,14900.0,30.250165046258033,29.98979490123805
CHP,2026-05-18,27506.181827503966,26199.992,-4.748713709868241,-4.939121078764043
DP3,2026-05-18,47767.059,58700.0,22.88803461816646,22.64238137555146
BMP,2026-05-18,157317.31520797423,146140.005,-7.104945945204929,-7.2906432046847724
FPT,2026-05-18,98173.97050256959,73882.3337,-24.743459674918395,-24.8938975366377
SAS,2026-05-18,35461.0476,30894.0945,-12.878787878787875,-13.052943225357005
GCF,2026-05-18,29500.0,20200.0,-31.52542372881356,-31.66230444099984
IDP,2026-05-18,246355.753039305,285579.453327131,15.921568627450727,15.689841353832648
SGN,2026-05-18,59000.0,51700.0,-12.372881355932204,-12.54804800989335
